UDI;ProductID;Type;AirTemperatureK;ProcessTemperatureK;RotationalSpeedRPM;TorqueNm;ToolWearMin;MachineFailure;TWF;HDF;PWF;OSF;RNF;EventDate;Site;City;Technician;Criticality;EstimatedCost;Status
194;H29607;H;298,2;308,4;1678;34,6;81;0;0;0;0;0;0;2024-03-30;Site_F;Enugu;Ngozi;Medium;5535;Scheduled
195;M15054;M;298,2;308,5;2678;10,7;86;1;0;0;1;0;0;2024-03-30;Site_E;Ibadan;Zainab;High;7123;Closed
196;L47375;L;298,3;308,5;1453;42,9;89;0;0;0;0;0;0;2024-01-26;Site_C;Kano;Samuel;Low;2475;Monitoring
197;H29610;H;298,3;308,6;1432;49,5;91;0;0;0;0;0;0;2024-08-06;Site_C;Kano;Zainab;Medium;4221;Monitoring
198;M15057;M;298,4;308,6;1527;40,9;96;0;0;0;0;0;0;2025-10-20;Site_F;Enugu;Samuel;Low;692;Monitoring
199;L47378;L;298,4;308,7;1588;35;99;0;0;0;0;0;0;2024-07-09;Site_D;PortHarcourt;Amina;Low;2422;Scheduled
200;L47379;L;298,4;308,6;1433;47,1;101;0;0;0;0;0;0;2025-09-23;Site_B;Abuja;Kemi;Low;2151;Monitoring
201;L47380;L;298,4;308,6;1609;35;103;0;0;0;0;0;0;2024-09-18;Site_D;PortHarcourt;Zainab;Medium;3836;Scheduled
202;L47381;L;298,3;308,5;1575;41,2;105;0;0;0;0;0;0;2024-07-28;Site_E;Ibadan;Amina;Low;2004;Scheduled
203;M15062;M;298,4;308,5;1636;35,7;107;0;0;0;0;0;0;2024-10-23;Site_C;Kano;Zainab;Medium;3545;Scheduled
204;L47383;L;298,4;308,5;1490;37,9;110;0;0;0;0;0;0;2024-12-01;Site_C;Kano;David;Low;671;Monitoring
205;L47384;L;298,4;308,5;1741;32,8;112;0;0;0;0;0;0;2025-10-07;Site_E;Ibadan;Chinedu;Low;506;Scheduled
206;M15065;M;298,5;308,6;1344;53;114;0;0;0;0;0;0;2025-04-04;Site_B;Abuja;Kemi;Medium;4934;Monitoring
207;L47386;L;298,5;308,7;1609;35,3;117;0;0;0;0;0;0;2026-04-03;Site_F;Enugu;Zainab;Low;1237;Monitoring
208;M15067;M;298,4;308,7;1421;60,7;119;1;0;0;1;0;0;2025-06-27;Site_B;Abuja;Ibrahim;High;11430;InProgress
209;L47388;L;298,4;308,6;1591;36,7;122;0;0;0;0;0;0;2024-05-14;Site_E;Ibadan;Ibrahim;Low;975;Scheduled
210;L47389;L;298,4;308,6;1477;44;124;0;0;0;0;0;0;2025-03-03;Site_A;Lagos;Amina;Low;2123;Scheduled
211;L47390;L;298,4;308,7;1523;36,1;126;0;0;0;0;0;0;2025-12-02;Site_C;Kano;Zainab;Medium;5617;Monitoring
212;L47391;L;298,5;308,7;1575;33,9;128;0;0;0;0;0;0;2025-03-29;Site_D;PortHarcourt;Samuel;Medium;3201;Monitoring
213;H29626;H;298,4;308,7;1344;52,9;130;0;0;0;0;0;0;2026-02-28;Site_A;Lagos;Samuel;Low;974;Monitoring
214;L47393;L;298,4;308,7;1386;44,9;135;0;0;0;0;0;0;2025-01-05;Site_E;Ibadan;Tunde;Low;1471;Scheduled
215;M15074;M;298,3;308,6;1589;37,1;137;0;0;0;0;0;0;2024-08-19;Site_C;Kano;Tunde;Medium;5092;Monitoring
216;L47395;L;298,3;308,6;1548;40,3;140;0;0;0;0;0;0;2025-03-27;Site_E;Ibadan;David;Low;1646;Scheduled
217;L47396;L;298,3;308,6;1499;38,3;142;0;0;0;0;0;0;2024-12-19;Site_D;PortHarcourt;Kemi;Low;1005;Scheduled
218;L47397;L;298,3;308,5;1664;31,6;144;0;0;0;0;0;0;2024-11-14;Site_D;PortHarcourt;Kemi;Low;2070;Monitoring
219;L47398;L;298,3;308,6;1447;38,1;146;0;0;0;0;0;0;2025-09-14;Site_C;Kano;Chinedu;Low;2099;Scheduled
220;M15079;M;298,3;308,5;1434;46,2;148;0;0;0;0;0;0;2025-09-26;Site_B;Abuja;Samuel;Low;1100;Monitoring
221;L47400;L;298,3;308,5;1416;52,7;151;0;0;0;0;0;0;2024-03-02;Site_D;PortHarcourt;Ibrahim;Medium;2565;Scheduled
222;H29635;H;298,4;308,5;1827;24,3;153;0;0;0;0;0;0;2025-03-08;Site_A;Lagos;Samuel;Low;2280;Scheduled
223;L47402;L;298,4;308,6;1304;45;158;0;0;0;0;0;0;2026-02-19;Site_D;PortHarcourt;Zainab;Low;1377;Scheduled
224;L47403;L;298,4;308,6;1569;34,4;160;0;0;0;0;0;0;2024-03-02;Site_C;Kano;David;Medium;3923;Monitoring
225;L47404;L;298,3;308,6;1584;29,3;162;0;0;0;0;0;0;2025-09-19;Site_D;PortHarcourt;Chinedu;Low;2136;Scheduled
226;L47405;L;298,3;308,5;1362;53,8;164;0;0;0;0;0;0;2024-12-26;Site_C;Kano;Tunde;Medium;4215;Monitoring
227;L47406;L;298,3;308,4;1329;49,2;166;0;0;0;0;0;0;2024-07-17;Site_F;Enugu;Ibrahim;Low;1788;Scheduled
228;L47407;L;298,3;308,5;1539;36,1;168;0;0;0;0;0;0;2025-11-16;Site_A;Lagos;Kemi;Medium;2961;Scheduled
229;M15088;M;298,3;308,5;1629;37,1;170;0;0;0;0;0;0;2025-05-01;Site_E;Ibadan;Samuel;Medium;2500;Scheduled
230;L47409;L;298,3;308,5;1538;32,2;173;0;0;0;0;0;0;2025-02-19;Site_B;Abuja;Zainab;Low;1751;Monitoring
231;L47410;L;298,3;308,6;1570;34,8;175;0;0;0;0;0;0;2025-04-08;Site_B;Abuja;Fatima;Low;2223;Monitoring
232;L47411;L;298,3;308,4;1408;43,1;177;0;0;0;0;0;0;2025-03-05;Site_B;Abuja;Ngozi;Medium;5726;Scheduled
233;L47412;L;298,2;308,4;1424;47,6;179;0;0;0;0;0;0;2025-02-15;Site_A;Lagos;Amina;Low;1948;Monitoring
234;L47413;L;298,2;308,4;1512;34,9;181;0;0;0;0;0;0;2024-04-29;Site_E;Ibadan;Ngozi;Medium;2822;Monitoring
235;L47414;L;298,2;308,4;1478;42,9;183;0;0;0;0;0;0;2024-01-07;Site_F;Enugu;Amina;Low;1911;Monitoring
236;M15095;M;298,1;308,3;1680;33,7;185;0;0;0;0;0;0;2025-06-16;Site_E;Ibadan;Ibrahim;Medium;5537;Scheduled
237;L47416;L;298,1;308,3;1495;38,7;188;0;0;0;0;0;0;2024-11-19;Site_B;Abuja;Chinedu;Medium;3036;Scheduled
238;M15097;M;298;308,1;1552;36,6;190;0;0;0;0;0;0;2024-06-23;Site_E;Ibadan;Chinedu;Low;1596;Monitoring
239;L47418;L;297,9;308,1;1393;50,3;193;0;0;0;0;0;0;2024-11-09;Site_E;Ibadan;David;Medium;5096;Scheduled
240;L47419;L;298;308,2;1611;30,6;195;0;0;0;0;0;0;2024-08-12;Site_A;Lagos;Zainab;Medium;3116;Scheduled
241;M15100;M;298;308,1;1339;51,6;197;0;0;0;0;0;0;2025-09-02;Site_E;Ibadan;Amina;Medium;4606;Monitoring
242;L47421;L;298;308,1;1777;24,3;200;0;0;0;0;0;0;2024-01-28;Site_B;Abuja;Chinedu;Medium;2822;Monitoring
243;L47422;L;298;308,2;1348;58,8;202;1;0;0;0;1;0;2025-05-26;Site_E;Ibadan;Kemi;Critical;23862;InProgress
244;L47423;L;298;308,2;1442;44,1;204;0;0;0;0;0;0;2026-01-19;Site_B;Abuja;Chinedu;Medium;3312;Monitoring
245;M15104;M;298;308,2;1395;49,1;206;0;0;0;0;0;0;2025-01-16;Site_A;Lagos;Ngozi;Medium;4040;Monitoring
246;M15105;M;297,9;308,1;1627;31,4;209;0;0;0;0;0;0;2024-01-13;Site_F;Enugu;Chinedu;Medium;4985;Scheduled
247;L47426;L;297,9;308,1;1585;33,5;212;0;0;0;0;0;0;2024-12-15;Site_E;Ibadan;Samuel;Low;1921;Scheduled
248;L47427;L;298;308,2;1469;45,5;214;0;0;0;0;0;0;2025-12-11;Site_C;Kano;Ngozi;Low;1687;Monitoring
249;L47428;L;298;308,3;1362;56,8;216;1;0;0;0;1;0;2024-09-15;Site_D;PortHarcourt;Tunde;High;10176;Closed
250;L47429;L;298;308,3;1405;56,2;218;1;0;0;0;1;0;2025-08-29;Site_B;Abuja;Fatima;High;6423;Closed
251;L47430;L;298;308,3;1662;32,7;0;0;0;0;0;0;0;2024-10-31;Site_E;Ibadan;Samuel;Low;1047;Scheduled
252;M15111;M;298;308,2;1466;42,6;2;0;0;0;0;0;0;2024-08-02;Site_C;Kano;Tunde;Medium;2925;Scheduled
253;L47432;L;298;308,2;1620;35,8;5;0;0;0;0;0;0;2025-05-06;Site_C;Kano;Fatima;Low;2275;Monitoring
254;L47433;L;298;308,2;1357;48,2;7;0;0;0;0;0;0;2026-01-21;Site_F;Enugu;Chinedu;Medium;3502;Monitoring
255;L47434;L;298;308,2;1514;37,9;9;0;0;0;0;0;0;2024-09-21;Site_F;Enugu;Ngozi;Low;816;Monitoring
256;L47435;L;298;308,2;1489;40,4;11;0;0;0;0;0;0;2025-12-06;Site_A;Lagos;Zainab;Medium;5997;Scheduled
257;L47436;L;298,1;308,3;1331;63;13;0;0;0;0;0;0;2026-03-15;Site_D;PortHarcourt;Kemi;Low;1139;Monitoring
258;L47437;L;298;308;1615;29,5;15;0;0;0;0;0;0;2025-08-07;Site_A;Lagos;Samuel;Low;930;Monitoring
259;L47438;L;298,1;308,2;1482;37,9;17;0;0;0;0;0;0;2024-05-14;Site_C;Kano;Ibrahim;Low;2402;Scheduled
260;M15119;M;298,1;308,2;1420;63,9;19;1;0;0;1;0;0;2026-01-21;Site_C;Kano;Tunde;High;7860;Closed
261;M15120;M;298,2;308,3;1522;49,1;22;0;0;0;0;0;0;2025-06-19;Site_E;Ibadan;Fatima;Low;980;Monitoring
262;L47441;L;298,1;308,2;1654;32,1;25;0;0;0;0;0;0;2026-01-15;Site_F;Enugu;Fatima;Medium;5425;Scheduled
263;M15122;M;298,1;308,2;1736;26,8;27;0;0;0;0;0;0;2025-03-04;Site_F;Enugu;Amina;Medium;3732;Monitoring
264;M15123;M;298;308,1;1587;32,3;30;0;0;0;0;0;0;2024-11-24;Site_D;PortHarcourt;Ibrahim;Low;917;Monitoring
265;L47444;L;298,1;308,2;1390;47,5;33;0;0;0;0;0;0;2025-11-22;Site_F;Enugu;Fatima;Medium;3942;Scheduled
266;L47445;L;298;308,1;1454;37,1;35;0;0;0;0;0;0;2025-06-02;Site_F;Enugu;Tunde;Low;636;Scheduled
267;H29680;H;298;308,1;1440;43,7;37;0;0;0;0;0;0;2026-04-06;Site_C;Kano;David;Low;1598;Scheduled
268;L47447;L;297,9;308;1954;21,1;42;0;0;0;0;0;0;2024-04-21;Site_E;Ibadan;Tunde;Medium;3117;Monitoring
269;H29682;H;297,9;308;1800;24,8;44;0;0;0;0;0;0;2024-12-20;Site_B;Abuja;Tunde;Medium;2920;Monitoring
270;L47449;L;298;308;1524;37;49;0;0;0;0;0;0;2025-04-17;Site_D;PortHarcourt;David;Low;909;Monitoring
271;H29684;H;298;308;1520;39,6;51;0;0;0;0;0;0;2025-03-24;Site_A;Lagos;David;Low;2463;Monitoring
272;M15131;M;298,1;308,1;1452;40,8;56;0;0;0;0;0;0;2026-02-14;Site_E;Ibadan;Amina;Medium;2742;Monitoring
273;L47452;L;298,1;308,1;1484;40,4;59;0;0;0;0;0;0;2025-09-21;Site_A;Lagos;Zainab;Low;1208;Scheduled
274;L47453;L;298,1;308;1426;46;61;0;0;0;0;0;0;2024-11-12;Site_C;Kano;Fatima;Low;1149;Scheduled
275;L47454;L;298,1;308;1652;28,5;63;0;0;0;0;0;0;2024-05-14;Site_C;Kano;Chinedu;Medium;2650;Scheduled
276;L47455;L;298;308;1401;54,7;65;0;0;0;0;0;0;2025-09-15;Site_E;Ibadan;Fatima;Low;1794;Monitoring
277;M15136;M;298;307,9;1750;26,6;67;0;0;0;0;0;0;2025-09-12;Site_B;Abuja;Tunde;Medium;5415;Monitoring
278;H29691;H;298;308;1479;50,7;70;0;0;0;0;0;0;2024-01-30;Site_A;Lagos;Chinedu;Medium;5262;Scheduled
279;M15138;M;298;308;1620;29,4;75;0;0;0;0;0;0;2026-01-21;Site_F;Enugu;Amina;Medium;2591;Scheduled
280;L47459;L;298;308,1;1819;23,4;78;0;0;0;0;0;0;2024-07-09;Site_A;Lagos;Fatima;Low;1636;Scheduled
281;M15140;M;298,1;308,1;1456;43,7;80;0;0;0;0;0;0;2025-10-14;Site_D;PortHarcourt;Zainab;Medium;2977;Scheduled
282;L47461;L;298,1;308;1626;36,5;83;0;0;0;0;0;0;2024-09-09;Site_C;Kano;Kemi;Low;1659;Monitoring
283;M15142;M;298,1;308,1;1390;49,8;85;0;0;0;0;0;0;2024-11-10;Site_C;Kano;David;Low;1692;Monitoring
284;L47463;L;298,2;308,2;1469;43;88;0;0;0;0;0;0;2024-12-05;Site_B;Abuja;Chinedu;Low;1108;Monitoring
285;L47464;L;298,2;308,3;2051;19,2;90;0;0;0;0;0;0;2025-04-04;Site_B;Abuja;Ibrahim;Medium;4560;Monitoring
286;L47465;L;298,2;308,3;1568;36;92;0;0;0;0;0;0;2025-12-05;Site_C;Kano;David;Low;1332;Monitoring
287;L47466;L;298,2;308,3;1589;33,2;94;0;0;0;0;0;0;2025-06-19;Site_A;Lagos;Fatima;Low;2378;Scheduled
288;L47467;L;298,2;308,3;1805;31,6;96;0;0;0;0;0;0;2025-05-25;Site_B;Abuja;Zainab;Low;581;Monitoring
289;H29702;H;298,2;308,4;1385;42,2;98;0;0;0;0;0;0;2024-11-01;Site_D;PortHarcourt;Kemi;Low;2317;Monitoring
290;L47469;L;298,1;308,4;1436;46,7;103;0;0;0;0;0;0;2025-09-29;Site_B;Abuja;Zainab;Low;1537;Scheduled
291;L47470;L;298,1;308,4;1438;45,6;105;0;0;0;0;0;0;2024-09-30;Site_D;PortHarcourt;Kemi;Low;2066;Scheduled
292;L47471;L;298;308,3;1473;42,6;107;0;0;0;0;0;0;2026-03-22;Site_D;PortHarcourt;Ibrahim;Medium;2720;Scheduled
293;L47472;L;298,1;308,4;1335;40,2;109;0;0;0;0;0;0;2024-12-11;Site_F;Enugu;Ibrahim;Low;1785;Monitoring
294;H29707;H;298,1;308,5;1392;44,8;111;0;0;0;0;0;0;2024-09-23;Site_D;PortHarcourt;Zainab;Low;2430;Scheduled
295;M15154;M;298,1;308,5;1372;51,1;116;0;0;0;0;0;0;2025-10-13;Site_F;Enugu;Samuel;Low;1827;Monitoring
296;M15155;M;298,1;308,6;1716;30,7;119;0;0;0;0;0;0;2026-01-04;Site_B;Abuja;Tunde;Medium;4116;Monitoring
297;L47476;L;298;308,5;1395;46,2;122;0;0;0;0;0;0;2024-05-05;Site_E;Ibadan;Fatima;Low;1797;Scheduled
298;L47477;L;298;308,5;1713;25,3;124;0;0;0;0;0;0;2024-03-24;Site_E;Ibadan;Chinedu;Medium;3190;Scheduled
299;H29712;H;297,9;308,5;2129;18,7;126;0;0;0;0;0;0;2025-02-25;Site_B;Abuja;David;Medium;4756;Monitoring
300;M15159;M;297,8;308,3;1567;35,6;131;0;0;0;0;0;0;2024-09-27;Site_E;Ibadan;David;Low;2219;Scheduled
301;L47480;L;297,8;308,4;1622;38,3;134;0;0;0;0;0;0;2025-08-02;Site_E;Ibadan;Ibrahim;Medium;4000;Monitoring
302;L47481;L;297,7;308,4;1740;27,1;136;0;0;0;0;0;0;2024-06-14;Site_E;Ibadan;Ngozi;Low;1291;Monitoring
303;H29716;H;297,8;308,4;1512;35,1;138;0;0;0;0;0;0;2024-03-01;Site_A;Lagos;Tunde;Medium;4266;Scheduled
304;M15163;M;297,8;308,4;1479;43,5;143;0;0;0;0;0;0;2024-03-26;Site_D;PortHarcourt;Fatima;Medium;4430;Monitoring
305;L47484;L;297,8;308,4;1737;27,5;146;0;0;0;0;0;0;2025-04-30;Site_D;PortHarcourt;Samuel;Medium;5148;Scheduled
306;L47485;L;297,8;308,4;2129;19,2;148;0;0;0;0;0;0;2024-08-20;Site_E;Ibadan;Chinedu;Medium;5283;Monitoring
307;L47486;L;297,8;308,4;1374;47,1;150;0;0;0;0;0;0;2024-03-20;Site_F;Enugu;David;Low;739;Scheduled
308;M15167;M;297,8;308,4;1579;36,6;152;0;0;0;0;0;0;2024-11-21;Site_D;PortHarcourt;Zainab;Low;1058;Scheduled
309;L47488;L;297,9;308,5;1305;47,2;155;0;0;0;0;0;0;2026-03-27;Site_C;Kano;Chinedu;Medium;2682;Monitoring
310;M15169;M;297,9;308,5;1449;40,8;157;0;0;0;0;0;0;2024-08-20;Site_E;Ibadan;Samuel;Medium;3779;Monitoring
311;H29724;H;298;308,6;1526;41,8;160;0;0;0;0;0;0;2025-10-11;Site_C;Kano;Ibrahim;Low;1946;Monitoring
312;M15171;M;298;308,6;1453;44,1;165;0;0;0;0;0;0;2024-04-26;Site_F;Enugu;Zainab;Medium;5469;Scheduled
313;L47492;L;297,9;308,6;1468;36;168;0;0;0;0;0;0;2024-05-05;Site_A;Lagos;Tunde;Medium;3062;Scheduled
314;L47493;L;298;308,6;1313;50,8;170;0;0;0;0;0;0;2025-01-14;Site_B;Abuja;Chinedu;Low;980;Monitoring
315;M15174;M;297,9;308,5;1300;53;172;0;0;0;0;0;0;2024-04-14;Site_B;Abuja;Tunde;Medium;4254;Scheduled
316;L47495;L;297,9;308,4;1646;40,6;175;0;0;0;0;0;0;2025-05-05;Site_A;Lagos;David;Low;1021;Scheduled
317;L47496;L;297,8;308,4;1714;33,2;177;0;0;0;0;0;0;2024-10-22;Site_C;Kano;Kemi;Low;2139;Scheduled
318;L47497;L;297,8;308,4;1685;28,4;179;0;0;0;0;0;0;2024-10-11;Site_B;Abuja;Zainab;Medium;5768;Scheduled
319;L47498;L;297,8;308,4;1512;39,9;181;0;0;0;0;0;0;2024-08-15;Site_D;PortHarcourt;Zainab;Medium;2653;Monitoring
320;L47499;L;297,8;308,4;1612;32,1;183;0;0;0;0;0;0;2025-02-09;Site_F;Enugu;Fatima;Low;2234;Monitoring
321;H29734;H;297,8;308,4;1550;38,2;185;0;0;0;0;0;0;2024-09-05;Site_C;Kano;Ibrahim;Low;2042;Scheduled
322;L47501;L;297,8;308,4;1518;32,5;190;0;0;0;0;0;0;2025-11-18;Site_C;Kano;Fatima;Low;2387;Monitoring
323;L47502;L;297,8;308,5;1448;40;192;0;0;0;0;0;0;2025-05-28;Site_F;Enugu;Ngozi;Medium;5572;Scheduled
324;L47503;L;297,8;308,5;1561;46,3;194;0;0;0;0;0;0;2024-12-19;Site_B;Abuja;Ibrahim;Medium;4074;Monitoring
325;M15184;M;297,8;308,5;1488;41,9;196;0;0;0;0;0;0;2024-08-29;Site_C;Kano;Chinedu;Medium;5423;Monitoring
326;L47505;L;297,8;308,5;1699;27,8;199;0;0;0;0;0;0;2026-03-20;Site_B;Abuja;Fatima;Medium;3607;Monitoring
327;L47506;L;297,7;308,5;1501;41,4;201;0;0;0;0;0;0;2024-10-22;Site_B;Abuja;Samuel;Medium;4588;Scheduled
328;L47507;L;297,7;308,5;1373;56,7;203;1;0;0;0;1;0;2025-02-26;Site_E;Ibadan;Chinedu;Critical;21039;Closed
329;H29742;H;297,6;308,4;1703;31,4;205;0;0;0;0;0;0;2024-10-01;Site_D;PortHarcourt;Zainab;Medium;3809;Scheduled
330;H29743;H;297,7;308,5;1720;29,9;210;0;0;0;0;0;0;2025-02-27;Site_D;PortHarcourt;Samuel;Medium;4488;Monitoring
331;M15190;M;297,6;308,4;1398;41,9;215;0;0;0;0;0;0;2024-08-18;Site_D;PortHarcourt;David;Medium;5179;Monitoring
332;M15191;M;297,6;308,4;1391;51,9;218;0;0;0;0;0;0;2025-11-17;Site_F;Enugu;Ngozi;Low;643;Scheduled
333;M15192;M;297,6;308,3;1538;40,2;0;0;0;0;0;0;0;2025-10-01;Site_E;Ibadan;Samuel;Low;1637;Scheduled
334;L47513;L;297,5;308,2;1647;31,3;3;0;0;0;0;0;0;2026-01-29;Site_A;Lagos;David;Medium;5461;Monitoring
335;M15194;M;297,5;308,1;1469;44,8;5;0;0;0;0;0;0;2024-07-03;Site_A;Lagos;Samuel;Low;933;Scheduled
336;L47515;L;297,4;308,1;1749;25,9;8;0;0;0;0;0;0;2025-08-16;Site_E;Ibadan;Tunde;Low;1719;Monitoring
337;M15196;M;297,6;308,2;1995;20,5;10;0;0;0;0;0;0;2026-01-18;Site_D;PortHarcourt;Fatima;Low;1970;Scheduled
338;L47517;L;297,6;308,3;1742;27,7;13;0;0;0;0;0;0;2024-04-06;Site_C;Kano;Chinedu;Medium;4022;Monitoring
339;L47518;L;297,5;308,2;1563;38,2;15;0;0;0;0;0;0;2025-09-18;Site_D;PortHarcourt;Amina;Low;2083;Scheduled
340;M15199;M;297,5;308,2;1713;32,2;17;0;0;0;0;0;0;2024-04-10;Site_C;Kano;Tunde;Low;1576;Scheduled
341;L47520;L;297,4;308,1;1474;39,4;20;0;0;0;0;0;0;2025-03-04;Site_F;Enugu;Fatima;Medium;5815;Monitoring
342;M15201;M;297,4;308,2;1530;32,6;22;0;0;0;0;0;0;2025-09-25;Site_C;Kano;Samuel;Low;602;Monitoring
343;L47522;L;297,4;308,2;1471;46,5;25;0;0;0;0;0;0;2024-09-23;Site_E;Ibadan;Samuel;Medium;3146;Monitoring
344;L47523;L;297,5;308,3;1388;48,6;27;0;0;0;0;0;0;2024-02-12;Site_F;Enugu;David;Medium;4851;Monitoring
345;M15204;M;297,5;308,2;2448;13,8;29;0;0;0;0;0;0;2024-02-08;Site_A;Lagos;Zainab;Medium;4265;Monitoring
346;L47525;L;297,5;308,3;1585;32,9;32;0;0;0;0;0;0;2024-02-04;Site_C;Kano;Ngozi;Medium;4644;Monitoring
347;M15206;M;297,5;308,3;1459;45,2;34;0;0;0;0;0;0;2025-01-07;Site_B;Abuja;Ngozi;Low;1207;Monitoring
348;L47527;L;297,5;308,3;1544;40,8;37;0;0;0;0;0;0;2024-06-07;Site_D;PortHarcourt;Ibrahim;Medium;3143;Scheduled
349;L47528;L;297,6;308,3;1617;31,7;39;0;0;0;0;0;0;2026-01-26;Site_E;Ibadan;Ibrahim;Medium;2554;Monitoring
350;L47529;L;297,6;308,3;1595;34,3;41;0;0;0;0;0;0;2024-06-07;Site_C;Kano;Amina;Low;1245;Monitoring
351;H29764;H;297,6;308,3;1400;44,3;43;0;0;0;0;0;0;2024-06-21;Site_B;Abuja;Zainab;Low;950;Monitoring
352;M15211;M;297,6;308,4;1611;31;48;0;0;0;0;0;0;2024-10-26;Site_D;PortHarcourt;Ibrahim;Low;958;Scheduled
353;M15212;M;297,6;308,4;1507;46;51;0;0;0;0;0;0;2024-04-04;Site_B;Abuja;Amina;Medium;3999;Monitoring
354;H29767;H;297,5;308,3;1674;30;54;0;0;0;0;0;0;2025-11-01;Site_E;Ibadan;Amina;Low;2251;Scheduled
355;L47534;L;297,6;308,3;1658;34,3;59;0;0;0;0;0;0;2024-07-01;Site_D;PortHarcourt;Amina;Low;1398;Monitoring
356;L47535;L;297,6;308,3;1623;36,9;61;0;0;0;0;0;0;2025-07-03;Site_B;Abuja;Kemi;Low;802;Scheduled
357;M15216;M;297,6;308,4;1398;48,9;63;0;0;0;0;0;0;2025-05-05;Site_E;Ibadan;Fatima;Medium;3000;Scheduled
358;L47537;L;297,6;308,4;1517;34,2;66;0;0;0;0;0;0;2024-11-27;Site_C;Kano;Zainab;Low;1333;Scheduled
359;M15218;M;297,6;308,3;1467;36,7;68;0;0;0;0;0;0;2025-07-05;Site_B;Abuja;Ibrahim;Low;1196;Scheduled
360;M15219;M;297,6;308,3;1567;34,6;71;0;0;0;0;0;0;2024-04-05;Site_A;Lagos;Zainab;Medium;2595;Monitoring
361;M15220;M;297,5;308,3;1521;38,2;74;0;0;0;0;0;0;2025-01-16;Site_A;Lagos;David;Low;1132;Monitoring
362;L47541;L;297,5;308,3;1596;36,8;77;0;0;0;0;0;0;2024-10-08;Site_C;Kano;Kemi;Medium;3236;Monitoring
363;H29776;H;297,6;308,3;1640;30,9;79;0;0;0;0;0;0;2025-04-23;Site_A;Lagos;Zainab;Low;961;Scheduled
364;L47543;L;297,6;308,3;1438;47,8;84;0;0;0;0;0;0;2026-02-20;Site_E;Ibadan;Samuel;Low;1172;Scheduled
365;L47544;L;297,6;308,4;1407;55,2;86;0;0;0;0;0;0;2025-09-21;Site_E;Ibadan;Kemi;Low;1482;Monitoring
366;L47545;L;297,6;308,4;1353;57,5;88;0;0;0;0;0;0;2025-01-07;Site_F;Enugu;Samuel;Low;1212;Monitoring
367;M15226;M;297,6;308,5;1552;40,9;90;0;0;0;0;0;0;2024-05-20;Site_B;Abuja;Ngozi;Medium;2839;Scheduled
368;M15227;M;297,6;308,4;1569;38,3;93;0;0;0;0;0;0;2024-04-18;Site_F;Enugu;Amina;Medium;4265;Monitoring
369;L47548;L;297,5;308,4;1489;39,5;96;0;0;0;0;0;0;2025-12-21;Site_B;Abuja;David;Low;933;Monitoring
370;H29783;H;297,5;308,4;1587;36,1;98;0;0;0;0;0;0;2025-01-23;Site_E;Ibadan;Chinedu;Medium;3147;Scheduled
371;M15230;M;297,5;308,3;1622;37,2;103;0;0;0;0;0;0;2024-03-18;Site_D;PortHarcourt;Tunde;Medium;4588;Monitoring
372;L47551;L;297,5;308,4;1604;38,1;106;0;0;0;0;0;0;2024-07-05;Site_E;Ibadan;Fatima;Low;1163;Monitoring
373;M15232;M;297,4;308,3;1405;51,7;108;0;0;0;0;0;0;2025-01-06;Site_D;PortHarcourt;Kemi;Medium;5481;Scheduled
374;L47553;L;297,4;308,3;1412;42;111;0;0;0;0;0;0;2024-07-07;Site_C;Kano;Fatima;Low;1024;Scheduled
375;L47554;L;297,4;308,3;1431;43;113;0;0;0;0;0;0;2025-05-23;Site_A;Lagos;Tunde;Medium;4838;Scheduled
376;L47555;L;297,4;308,2;1533;37,4;115;0;0;0;0;0;0;2024-07-01;Site_A;Lagos;Fatima;Medium;5523;Scheduled
377;M15236;M;297,4;308,2;1401;51,9;117;0;0;0;0;0;0;2025-09-11;Site_C;Kano;Ibrahim;Medium;4124;Scheduled
378;M15237;M;297,4;308,2;1424;53,9;120;0;0;0;0;0;0;2024-01-02;Site_E;Ibadan;Chinedu;Medium;4972;Monitoring
379;L47558;L;297,3;308,2;1754;29,4;123;0;0;0;0;0;0;2026-01-30;Site_D;PortHarcourt;Ibrahim;Medium;5838;Monitoring
380;L47559;L;297,3;308,2;1754;26,8;125;0;0;0;0;0;0;2026-02-28;Site_E;Ibadan;Samuel;Medium;3835;Scheduled
381;L47560;L;297,5;308,3;2564;12,8;127;1;0;0;1;0;0;2024-06-15;Site_F;Enugu;Fatima;Critical;27697;InProgress
382;L47561;L;297,5;308,5;1546;40,4;129;0;0;0;0;0;0;2024-03-19;Site_C;Kano;Tunde;Low;1933;Monitoring
383;L47562;L;297,5;308,5;1335;48;131;0;0;0;0;0;0;2024-10-28;Site_D;PortHarcourt;Samuel;Medium;5966;Scheduled
384;M15243;M;297,5;308,6;1842;27;133;0;0;0;0;0;0;2026-02-26;Site_E;Ibadan;Samuel;Low;1955;Scheduled
385;L47564;L;297,5;308,5;1712;26,8;136;0;0;0;0;0;0;2025-10-06;Site_D;PortHarcourt;Amina;Medium;3038;Monitoring
386;M15245;M;297,6;308,6;1414;45,4;138;0;0;0;0;0;0;2026-03-21;Site_E;Ibadan;David;Medium;5106;Scheduled
387;L47566;L;297,6;308,7;1319;50,9;141;0;0;0;0;0;0;2024-07-01;Site_A;Lagos;Chinedu;Medium;2875;Monitoring
388;L47567;L;297,7;308,7;1249;60,4;143;0;0;0;0;0;0;2024-05-01;Site_C;Kano;Zainab;Low;779;Scheduled
